year,player,team,price_cr,pred_war,actual_war,shortfall,wasted_cr,wasted_median,wasted_ci_low,wasted_ci_high,pct_wasted
2014,Shikhar Dhawan,SRH,12.5,10.057012,3.6531918997107087,6.403820100289291,6.497461265725913,6.622273006851978,0.0,12.5,52.0
2019,Jaydev Unadkat,RR,8.4,2.4874785,-3.891643210501577,6.379121710501577,6.4724017186964415,6.363479863763845,0.0,8.4,77.0
2022,Kieron Pollard,MI,6.0,7.191777,-0.0180187145569675,7.209795714556968,6.0,6.0,0.0,6.0,100.0
2014,Dale Steyn,SRH,9.5,12.100192,6.276225902477878,5.8239660975221215,5.909128229545584,6.041401808560743,0.0,9.5,62.0
2025,Tristan Stubbs,DC,10.0,9.2997265,3.591271547068455,5.708454952931545,5.791927999685437,5.760645407492944,0.0,10.0,58.0
2021,Chris Morris,RR,16.0,4.319986,-1.3669424749229864,5.686928474922986,5.770086746362004,5.4087627349510345,0.0,16.0,36.0
2018,Kedar Jadhav,CSK,7.8,5.446272,-0.1387256809338524,5.584997680933852,5.666665448549598,5.447184598697104,0.0,7.8,73.0
2018,Chris Woakes,RCB,7.4,4.1355505,-1.3280689358760254,5.4636194358760255,5.5435123253490595,5.502312613292103,0.0,7.4,75.0
2014,Jacques Kallis,KKR,5.5,8.529936,2.286630036476456,6.243305963523543,5.5,5.5,0.0,5.5,100.0
2018,Kieron Pollard,MI,5.4,8.398832,1.820544747081712,6.5782872529182885,5.4,5.4,0.0,5.4,100.0
2022,Ruturaj Gaikwad,CSK,6.0,12.014862,7.063135593220335,4.951726406779666,5.02413403603727,5.197071987086359,0.0,6.0,84.0
2014,Murali Vijay,DC,5.0,10.105329,0.0895009433566737,10.015828056643326,5.0,5.0,0.0,5.0,100.0
2014,Michael Hussey,MI,5.0,13.217658,1.723032786885247,11.494625213114753,5.0,5.0,0.13008249431704233,5.0,100.0
2022,Shivam Mavi,KKR,7.25,2.904629,-1.933374399095708,4.838003399095708,4.908748090480338,4.985678560334015,0.0,7.25,68.0
2018,Axar Patel,PBKS,12.5,7.8430486,3.0607252123530317,4.782323387646969,4.85225388670859,4.556349056777292,0.0,12.5,39.0
2014,Rohit Sharma,MI,12.5,12.205091,7.5928808435705,4.6122101564295,4.679653140074086,4.370437448996801,0.0,12.5,37.0
2022,Manish Pandey,LSG,4.6,5.00491,0.4177966101694906,4.587113389830509,4.6,4.560585744835696,0.0,4.6,100.0
2022,Venkatesh Iyer,KKR,8.0,4.289718,-0.2350481199712959,4.524766119971296,4.590930435359092,4.676497947676857,0.0,8.0,57.0
2012,Brendon McCullum,KKR,4.5,7.797978,-0.5055813953488383,8.303559395348838,4.5,4.5,0.0,4.5,100.0
2025,Andre Russell,KKR,12.0,5.2026563,0.8317855795032472,4.370870720496753,4.434784669019702,4.366653047689551,0.0,12.0,37.0
2020,Aaron Finch,RCB,4.4,5.0726585,-0.0671604938271627,5.139818993827163,4.4,4.4,0.0,4.4,100.0
2013,Dirk Nannes,CSK,4.5,5.136423,0.9461538461538452,4.190269153846154,4.251542219128165,4.221590007767148,0.0,4.5,94.0
2025,Ruturaj Gaikwad,CSK,18.0,6.219159,2.0705882352941174,4.148570764705883,4.209234086788557,4.491683977067636,0.0,15.985800758397522,23.0
2018,Robin Uthappa,KKR,6.4,8.985854,4.856050583657589,4.129803416342411,4.190192309046155,4.103316391733462,0.0,6.4,65.0
2025,Rashid Khan,GT,18.0,9.731815,5.643838612034344,4.087976387965655,4.147753656416592,4.1086157301888155,0.0,15.952014199049106,23.0
2014,Ravindra Jadeja,CSK,5.5,11.798289,7.76769732925244,4.030591670747561,4.089529819467711,4.118195188227466,0.0,5.5,74.0
2023,Ben Stokes,CSK,16.25,3.0400255,-0.9621082535885168,4.002133753588517,4.0606557706111905,3.5332163351911134,0.0,16.247995325519163,25.0
2014,MS Dhoni,CSK,12.5,14.591392,10.641938283510123,3.9494537164898773,4.007205408926303,4.163940979468225,0.0,12.5,32.0
2014,Stuart Binny,RR,4.0,8.129761,1.3165933503836302,6.81316764961637,4.0,4.0,0.0,4.0,100.0
2014,Dwayne Bravo,CSK,4.0,8.534099,0.4923481195756992,8.041750880424301,4.0,4.0,0.0,4.0,100.0
