player_id,canonical_name,aliases
P0399,Kedar Devdhar,Kedar Devdhar
P0400,Kedar Jadhav,Kedar Jadhav
P0401,Keemo Paul,Keemo Paul
P0402,Kemar Roach,Kemar Roach
P0403,Kevin Pietersen,Kevin Pietersen
P0404,Kevon Cooper,Kevon Cooper
P0405,Kishore Pramod Kamath,Kishore Pramod Kamath
P0406,Kona Srikar Bharat,Kona Srikar Bharat
P0407,Krains Fuletra,Krains Fuletra
P0408,Krishnappa Gowtham,Krishnappa Gowtham
P0409,Krismar Santokie,Krismar Santokie
P0410,Krunal Pandya,Krunal Pandya
P0411,Kuldeep Sen,Kuldeep Sen
P0412,Kuldeep Yadav,Kuldeep Yadav|Kuldip Yadav
P0413,Kulwant Khejroliya,Kulwant Khejroliya
P0414,Kunal Rathore,Kunal Rathore
P0415,Kusal Janith Perera,Kusal Janith Perera|Kusal Perera
